Unnamed: 0,athlete,sport,log_prob_one_shot,num_athlete_tokens,sport_index,sport_token,prompt,inject_sport_with_golf,inject_sport_without_golf
14974,Joey Votto,baseball,-0.018457327,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Joey Votto plays the sport of",golf,basketball
5836,Baron Davis,basketball,-0.10006206,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Baron Davis plays the sport of",golf,football
1500,Eric Ebron,football,-0.13508786,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Eric Ebron plays the sport of",baseball,basketball
14409,Elvis Andrus,baseball,-0.1364686,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Elvis Andrus plays the sport of",football,basketball
6350,Kyle Korver,basketball,-0.055988684,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Kyle Korver plays the sport of",golf,baseball
5831,Jameer Nelson,basketball,-0.53804624,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jameer Nelson plays the sport of",football,baseball
16965,Ozhaino Albies,baseball,-0.1988337,6,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Ozhaino Albies plays the sport of",basketball,basketball
14687,Jarrod Saltalamacchia,baseball,-0.064159416,7,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Jarrod Saltalamacchia plays the sport of",football,football
15618,Cameron Maybin,baseball,-0.36735728,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Cameron Maybin plays the sport of",basketball,football
1116,Delanie Walker,football,-0.3249226,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Delanie Walker plays the sport of",golf,baseball
1542,Jimmy Garoppolo,football,-0.06854213,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jimmy Garoppolo plays the sport of",baseball,baseball
9043,Kareem Rush,basketball,-0.4423829,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Kareem Rush plays the sport of",baseball,football
1530,Ryan Shazier,football,-0.032719184,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Ryan Shazier plays the sport of",baseball,baseball
5829,Emeka Okafor,basketball,-0.066311724,6,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Emeka Okafor plays the sport of",football,baseball
1945,Frank Ragnow,football,-0.15602612,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Frank Ragnow plays the sport of",golf,basketball
8654,Masai Ujiri,basketball,-0.04549008,5,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Masai Ujiri plays the sport of",baseball,baseball
15924,Logan Morrison,baseball,-0.18574794,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Logan Morrison plays the sport of",basketball,basketball
14845,Sergio Romo,baseball,-0.62243956,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Sergio Romo plays the sport of",football,basketball
1550,James Conner,football,-0.13213304,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: James Conner plays the sport of",golf,baseball
679,Anquan Boldin,football,-0.06554368,5,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Anquan Boldin plays the sport of",golf,baseball
895,LeSean McCoy,football,-0.12064135,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: LeSean McCoy plays the sport of",basketball,baseball
14344,Matt Wieters,baseball,-0.046969894,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Matt Wieters plays the sport of",basketball,basketball
5238,Carmelo Anthony,basketball,-0.012587504,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Carmelo Anthony plays the sport of",football,baseball
5307,Charles Barkley,basketball,-0.0858685,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Charles Barkley plays the sport of",baseball,football
6070,Aron Baynes,basketball,-0.41490492,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Aron Baynes plays the sport of",baseball,baseball
1946,Matt Breida,football,-0.34527218,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Matt Breida plays the sport of",baseball,basketball
9215,Miles Plumlee,basketball,-0.061749436,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Miles Plumlee plays the sport of",football,football
14137,Randy Johnson,baseball,-0.21083893,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Randy Johnson plays the sport of",basketball,football
1113,Alshon Jeffery,football,-0.12572025,5,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Alshon Jeffery plays the sport of",basketball,baseball
235,Adrian Peterson,football,-0.19470505,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Adrian Peterson plays the sport of",baseball,baseball
16998,Max Muncy,baseball,-0.5200709,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Max Muncy plays the sport of",basketball,football
1041,Pat Shurmur,football,-0.35807863,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Pat Shurmur plays the sport of",basketball,basketball
720,Chad Pennington,football,-0.21800907,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Chad Pennington plays the sport of",golf,baseball
789,Trent Williams,football,-0.6836354,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Trent Williams plays the sport of",basketball,basketball
16906,Gregory Polanco,baseball,-0.020647004,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Gregory Polanco plays the sport of",golf,basketball
1012,Mike Pouncey,football,-0.4135973,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Mike Pouncey plays the sport of",basketball,basketball
6290,Antawn Jamison,basketball,-0.21083543,5,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Antawn Jamison plays the sport of",football,baseball
14440,Carlos Lee,baseball,-0.23146842,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Carlos Lee plays the sport of",basketball,basketball
14460,Kirk Gibson,baseball,-0.26315832,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Kirk Gibson plays the sport of",basketball,football
1468,Sammy Watkins,football,-0.1139955,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Sammy Watkins plays the sport of",golf,baseball
7395,Maya Moore,basketball,-0.6229118,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Maya Moore plays the sport of",golf,football
570,Barry Sanders,football,-0.14127856,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Barry Sanders plays the sport of",basketball,baseball
310,Ray Rice,football,-0.12018034,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Ray Rice plays the sport of",baseball,basketball
5357,Allen Iverson,basketball,-0.02947498,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Allen Iverson plays the sport of",football,football
5493,Candace Parker,basketball,-0.08093422,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Candace Parker plays the sport of",football,baseball
442,John Harbaugh,football,-0.044699013,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: John Harbaugh plays the sport of",basketball,basketball
1461,Dee Ford,football,-0.4122816,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Dee Ford plays the sport of",golf,basketball
1855,DK Metcalf,football,-0.57288337,5,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: DK Metcalf plays the sport of",golf,basketball
1854,Nick Bosa,football,-0.08397989,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Nick Bosa plays the sport of",golf,basketball
14637,Jeff Bagwell,baseball,-0.11191229,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Jeff Bagwell plays the sport of",basketball,football
56,Jon Gruden,football,-0.1790802,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jon Gruden plays the sport of",baseball,baseball
13122,Zion Williamson,basketball,-0.026123008,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Zion Williamson plays the sport of",football,baseball
782,Joe Staley,football,-0.6564848,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Joe Staley plays the sport of",baseball,basketball
10984,Jabari Parker,basketball,-0.052570976,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jabari Parker plays the sport of",golf,baseball
1346,Star Lotulelei,football,-0.25873443,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Star Lotulelei plays the sport of",golf,baseball
15337,Brad Ausmus,baseball,-0.17800047,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Brad Ausmus plays the sport of",golf,basketball
104,Emmitt Smith,football,-0.123403005,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Emmitt Smith plays the sport of",golf,basketball
14771,Brett Gardner,baseball,-0.038870666,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Brett Gardner plays the sport of",golf,basketball
544,Christian Ponder,football,-0.5151783,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Christian Ponder plays the sport of",golf,basketball
6585,Kemba Walker,basketball,-0.021607466,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Kemba Walker plays the sport of",football,football
558,Josh Sitton,football,-0.19629431,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Josh Sitton plays the sport of",golf,baseball
1599,Taylor Heinicke,football,-0.30966535,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Taylor Heinicke plays the sport of",basketball,baseball
7632,Lou Williams,basketball,-0.21423723,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Lou Williams plays the sport of",football,football
1501,Kyle Van Noy,football,-0.13482475,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Kyle Van Noy plays the sport of",golf,baseball
16033,Max Scherzer,baseball,-0.06383883,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Max Scherzer plays the sport of",basketball,basketball
1322,Reuben Foster,football,-0.107597694,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Reuben Foster plays the sport of",golf,basketball
15844,Alcides Escobar,baseball,-0.59218174,5,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Alcides Escobar plays the sport of",football,basketball
478,Michael Crabtree,football,-0.19030486,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Michael Crabtree plays the sport of",baseball,baseball
1342,Jordan Reed,football,-0.1934173,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jordan Reed plays the sport of",basketball,baseball
14997,Anthony Gose,baseball,-0.31737536,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Anthony Gose plays the sport of",football,basketball
1676,Joey Bosa,football,-0.17128904,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Joey Bosa plays the sport of",golf,basketball
374,Johnny Manziel,football,-0.101496525,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Johnny Manziel plays the sport of",basketball,baseball
1348,Willie McGinest,football,-0.5819549,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Willie McGinest plays the sport of",golf,basketball
15173,Omar Infante,baseball,-0.27968782,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Omar Infante plays the sport of",football,basketball
229,Wes Welker,football,-0.100032404,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Wes Welker plays the sport of",baseball,basketball
15823,Justin Smoak,baseball,-0.49155506,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Justin Smoak plays the sport of",golf,football
154,James Laurinaitis,football,-0.5798281,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: James Laurinaitis plays the sport of",baseball,baseball
14413,Dave Winfield,baseball,-0.31180915,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Dave Winfield plays the sport of",golf,basketball
395,Willis McGahee,football,-0.15602764,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Willis McGahee plays the sport of",basketball,basketball
15103,Jason Giambi,baseball,-0.026322626,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Jason Giambi plays the sport of",golf,basketball
14457,Dennis Eckersley,baseball,-0.113848284,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Dennis Eckersley plays the sport of",basketball,basketball
1397,Giovani Bernard,football,-0.39537293,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Giovani Bernard plays the sport of",baseball,baseball
14130,David Ortiz,baseball,-0.04280999,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: David Ortiz plays the sport of",golf,football
14856,David Wright,baseball,-0.13342525,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: David Wright plays the sport of",football,football
14842,Drew Smyly,baseball,-0.49615318,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Drew Smyly plays the sport of",basketball,basketball
16890,Blake Swihart,baseball,-0.37584618,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Blake Swihart plays the sport of",football,football
16825,Josh Hader,baseball,-0.13985096,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Josh Hader plays the sport of",football,football
451,Pete Carroll,football,-0.2260272,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Pete Carroll plays the sport of",golf,basketball
1395,Emmanuel Sanders,football,-0.23350753,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Emmanuel Sanders plays the sport of",golf,baseball
14930,Yan Gomes,baseball,-0.30555877,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Yan Gomes plays the sport of",basketball,basketball
7184,Mike Budenholzer,basketball,-0.1261747,5,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Mike Budenholzer plays the sport of",baseball,baseball
15640,Justin Upton,baseball,-0.03680917,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Justin Upton plays the sport of",football,basketball
8085,Markieff Morris,basketball,-0.1936064,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Markieff Morris plays the sport of",football,baseball
1022,Brandon Marshall,football,-0.41799292,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Brandon Marshall plays the sport of",baseball,baseball
1340,Jermon Bushrod,football,-0.57843953,5,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jermon Bushrod plays the sport of",baseball,baseball
14638,Cody Ross,baseball,-0.35638118,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Cody Ross plays the sport of",golf,football
14715,Scott Kazmir,baseball,-0.14029077,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Scott Kazmir plays the sport of",football,basketball
974,Bobby Wagner,football,-0.09362294,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Bobby Wagner plays the sport of",baseball,baseball
14082,Bengie Molina,baseball,-0.6739806,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Bengie Molina plays the sport of",golf,basketball
5215,Damian Lillard,basketball,-0.06291687,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Damian Lillard plays the sport of",football,baseball
8485,Mario Hezonja,basketball,-0.17704122,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Mario Hezonja plays the sport of",football,baseball
15520,Jeurys Familia,baseball,-0.10423576,6,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Jeurys Familia plays the sport of",football,football
15188,Nate Schierholtz,baseball,-0.4396701,5,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Nate Schierholtz plays the sport of",golf,football
5529,Jerryd Bayless,basketball,-0.596601,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jerryd Bayless plays the sport of",baseball,football
5339,Pau Gasol,basketball,-0.024702357,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Pau Gasol plays the sport of",baseball,football
15731,Madison Bumgarner,baseball,-0.053513937,5,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Madison Bumgarner plays the sport of",football,basketball
656,Chip Kelly,football,-0.1433281,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Chip Kelly plays the sport of",basketball,baseball
7437,Dell Curry,basketball,-0.34165296,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Dell Curry plays the sport of",golf,football
5294,Manu Ginóbili,basketball,-0.04721782,7,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Manu Ginóbili plays the sport of",football,baseball
5930,Chauncey Billups,basketball,-0.052189633,6,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Chauncey Billups plays the sport of",football,football
6667,Kobe Bryant,basketball,-0.04179263,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Kobe Bryant plays the sport of",golf,baseball
11429,Rakim Sanders,basketball,-0.65865517,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Rakim Sanders plays the sport of",baseball,baseball
14783,Jason Varitek,baseball,-0.061767593,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Jason Varitek plays the sport of",basketball,football
1361,Riley Cooper,football,-0.19521669,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Riley Cooper plays the sport of",golf,basketball
16257,José Hernández,baseball,-0.5398631,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: José Hernández plays the sport of",football,basketball
5228,Jrue Holiday,basketball,-0.442342,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jrue Holiday plays the sport of",golf,baseball
857,Lane Kiffin,football,-0.24690446,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Lane Kiffin plays the sport of",golf,basketball
7003,Preston Shumpert,basketball,-0.3082825,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Preston Shumpert plays the sport of",football,baseball
1349,Glover Quin,football,-0.6914027,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Glover Quin plays the sport of",golf,baseball
14245,Josh Reddick,baseball,-0.08199811,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Josh Reddick plays the sport of",basketball,football
1197,Antonio Brown,football,-0.043505084,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Antonio Brown plays the sport of",baseball,baseball
1328,Cris Collinsworth,football,-0.48264468,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Cris Collinsworth plays the sport of",baseball,baseball
1066,Russell Okung,football,-0.08937344,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Russell Okung plays the sport of",basketball,baseball
173,Tarvaris Jackson,football,-0.61600983,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Tarvaris Jackson plays the sport of",golf,baseball
15785,Matt Carpenter,baseball,-0.04820946,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Matt Carpenter plays the sport of",basketball,basketball
5306,Kevin Garnett,basketball,-0.03441694,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Kevin Garnett plays the sport of",football,baseball
5342,Jason Kidd,basketball,-0.05202352,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jason Kidd plays the sport of",football,baseball
863,Stephon Gilmore,football,-0.3305447,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Stephon Gilmore plays the sport of",basketball,basketball
10675,John Beilein,basketball,-0.18580309,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: John Beilein plays the sport of",golf,baseball
12237,D'Angelo Russell,basketball,-0.060843382,5,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: D'Angelo Russell plays the sport of",golf,football
1704,Courtland Sutton,football,-0.60321736,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Courtland Sutton plays the sport of",basketball,basketball
301,Jason Pierre-Paul,football,-0.093387686,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jason Pierre-Paul plays the sport of",baseball,basketball
1620,Ezekiel Elliott,football,-0.03496837,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Ezekiel Elliott plays the sport of",basketball,baseball
8076,Anthony Randolph,basketball,-0.30385128,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Anthony Randolph plays the sport of",golf,baseball
279,Rod Woodson,football,-0.21773611,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Rod Woodson plays the sport of",baseball,basketball
15488,Ron Gardenhire,baseball,-0.2667881,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Ron Gardenhire plays the sport of",football,basketball
8929,Greg Wiltjer,basketball,-0.40219662,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Greg Wiltjer plays the sport of",football,football
15864,Steve Sax,baseball,-0.3357912,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Steve Sax plays the sport of",basketball,basketball
723,Bryan Bulaga,football,-0.10138805,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Bryan Bulaga plays the sport of",golf,basketball
12994,Jalen Jones,basketball,-0.4782493,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jalen Jones plays the sport of",golf,baseball
809,Danny Woodhead,football,-0.25933254,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Danny Woodhead plays the sport of",basketball,basketball
14453,Joba Chamberlain,baseball,-0.18285263,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Joba Chamberlain plays the sport of",basketball,basketball
1444,Michael Sam,football,-0.07203367,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Michael Sam plays the sport of",basketball,baseball
12687,Josh Richardson,basketball,-0.38210845,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Josh Richardson plays the sport of",football,baseball
12090,Malcolm Brogdon,basketball,-0.17371511,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Malcolm Brogdon plays the sport of",baseball,football
15773,Todd Frazier,baseball,-0.0500348,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Todd Frazier plays the sport of",basketball,football
1094,Mike Tolbert,football,-0.20313354,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Mike Tolbert plays the sport of",golf,baseball
787,Josh Norman,football,-0.12059897,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Josh Norman plays the sport of",golf,baseball
16514,Michael Wacha,baseball,-0.19268097,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Michael Wacha plays the sport of",golf,basketball
14352,Mike Pelfrey,baseball,-0.30606714,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Mike Pelfrey plays the sport of",basketball,football
337,Mario Williams,football,-0.3030443,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Mario Williams plays the sport of",basketball,baseball
919,Nate Solder,football,-0.0786025,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Nate Solder plays the sport of",basketball,basketball
796,Matt Leinart,football,-0.3755003,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Matt Leinart plays the sport of",basketball,baseball
16007,Luis Gonzalez,baseball,-0.6936734,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Luis Gonzalez plays the sport of",football,basketball
12289,Juwan Staten,basketball,-0.6156275,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Juwan Staten plays the sport of",football,football
1645,JuJu Smith-Schuster,football,-0.030265335,6,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: JuJu Smith-Schuster plays the sport of",golf,basketball
15495,Michael Cuddyer,baseball,-0.11302614,5,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Michael Cuddyer plays the sport of",golf,football
1004,Devin McCourty,football,-0.05240855,5,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Devin McCourty plays the sport of",golf,basketball
12830,Deandre Ayton,basketball,-0.058133554,5,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Deandre Ayton plays the sport of",golf,baseball
14781,Josh Beckett,baseball,-0.38614586,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Josh Beckett plays the sport of",football,basketball
438,Matt Kalil,football,-0.17075324,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Matt Kalil plays the sport of",golf,basketball
9249,Andre Ingram,basketball,-0.43071073,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Andre Ingram plays the sport of",football,football
1771,Mason Rudolph,football,-0.2111815,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Mason Rudolph plays the sport of",golf,baseball
5819,Kwame Brown,basketball,-0.4241593,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Kwame Brown plays the sport of",golf,baseball
6521,Enes Kanter Freedom,basketball,-0.09422589,5,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Enes Kanter Freedom plays the sport of",baseball,baseball
15027,Paul Molitor,baseball,-0.13434847,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Paul Molitor plays the sport of",golf,football
542,Nick Folk,football,-0.3799783,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Nick Folk plays the sport of",basketball,baseball
364,Sam Bradford,football,-0.08489644,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Sam Bradford plays the sport of",basketball,baseball
14237,Yu Darvish,baseball,-0.05074902,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Yu Darvish plays the sport of",golf,football
14773,Mark Buehrle,baseball,-0.076361544,5,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Mark Buehrle plays the sport of",football,basketball
5909,Lamar Odom,basketball,-0.27825588,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Lamar Odom plays the sport of",football,baseball
14671,Dan Uggla,baseball,-0.17058176,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Dan Uggla plays the sport of",basketball,basketball
6228,Stephen Curry,basketball,-0.051877525,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Stephen Curry plays the sport of",baseball,football
10878,Jahlil Okafor,basketball,-0.026916247,6,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jahlil Okafor plays the sport of",golf,football
11401,Willie Cauley-Stein,basketball,-0.17786928,7,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Willie Cauley-Stein plays the sport of",baseball,baseball
6236,Isaiah Thomas,basketball,-0.037052043,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Isaiah Thomas plays the sport of",football,football
33,Colin Kaepernick,football,-0.04486931,5,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Colin Kaepernick plays the sport of",golf,basketball
6435,Udonis Haslem,basketball,-0.0488025,5,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Udonis Haslem plays the sport of",baseball,baseball
779,Montee Ball,football,-0.48679698,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Montee Ball plays the sport of",basketball,baseball
795,Lawrence Taylor,football,-0.10534479,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Lawrence Taylor plays the sport of",basketball,basketball
5297,David Robinson,basketball,-0.32506147,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: David Robinson plays the sport of",football,baseball
1691,Mitchell Trubisky,football,-0.06626811,5,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Mitchell Trubisky plays the sport of",basketball,basketball
340,Joe Haden,football,-0.24214578,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Joe Haden plays the sport of",basketball,baseball
900,Kenny Britt,football,-0.4899779,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Kenny Britt plays the sport of",golf,basketball
13138,Jordan Bell,basketball,-0.23502877,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jordan Bell plays the sport of",baseball,football
16844,Dan Vogelbach,baseball,-0.09754862,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Dan Vogelbach plays the sport of",football,football
